"","API_Number","Document.Number","Receive.Date","Operator.Number","Operator","Address","City","State","Zip.Code","API.State.Code","API.County.Code","API.Sequence.Number","Well.Name","Well.Number","Qtr.Qtr","Section","Township","Range","Shut.In.Injection.well","Last.approved.MIT","Test.Type","Describe.Repairs.or.Other.Activities.","Injection.Producing.Zones","Perforation.Interval","Open.Hole.Interval","Bridge.Cement.Plug.Depth","Test.Date","Well.Status.during.test","Casing.Before","Initial.Tubing","Final.Tubing","Start.Casing","X5.Min.Casing","X10.Min.Casing","Final.Casing","Loss.or.Gain","Witness","Date.Submitted","Form.Status","Status.Date","Latitude","Longitude","Utm_X","Utm_Y"
"3767","05-103-07089",1170826,"7/3/2006 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07089","LEVISON                            ","22X            ","NWNW  ",26,"2N    ","102W   ","INJECTION           ","4/6/2006 0:00:00","5-YEAR UIC TEST","-","WEBR  ","6188-6557                     ","NA                       ","","5/10/2006 0:00:00","IJ",0,0,0,830,830,830,830,0,"Y","5/15/2006 0:00:00","APPROVED  ","7/3/2006 0:00:00",40.11782,-108.81532,174845,4447816
"3768","05-103-07110",1771298,"4/18/2011 0:00:00",16700,"CHEVRON USA INC                                   ","100 CHEVRON ROAD                                  ","RANGELY                       ","CO","81648     ","05","103","07110","M B LARSON                         ","D3 X 26        ","SENE  ",26,"2N    ","102W   ","SHUT-IN             ","","VERIFICATION OF REPAIRS","CASING LEAK-FEDERAL LEASE-Fed M.B. Larson D D-052241 SHUT-IN WELL-TESTED FOR TA STATUS, FAILED-REPAIRED CASING LEAK-CEMENT SQUEEZE-RETURNED WELL TO ACTIVE PRODUCTION.","WEBR  ","6121-6490                     ","NA                       ","NA    ","3/25/2011 0:00:00","SI",NA,0,0,750,750,750,750,0,"N","4/15/2011 0:00:00","APPROVED  ","4/18/2011 0:00:00",40.114304,-108.80101,176048,4447373
"3769","05-103-07148",1771700,"2/16/2012 0:00:00",16700,"CHEVRON USA INC                                   ","100 CHEVRON ROAD                                  ","RANGELY                       ","CO","81648     ","05","103","07148","COLTHARP J E                       ","6X             ","NWNE  ",2,"1N    ","102W   ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","WEBR  ","5732-6342                     ","NA                       ","NA    ","2/11/2012 0:00:00","SI",NA,NA,NA,600,NA,NA,600,0,"N","","APPROVED  ","2/21/2012 0:00:00",40.09157,-108.80726,175407,4444872
"3770","05-103-07155",400949174,"12/7/2015 14:49:23",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07155","MB LARSON GOV                      ","C9 X 25        ","SESW  ",25,"2N    ","102W   ","SHUT-IN             ","","VERIFICATION OF REPAIRS","-RUN 192 JOINTS TK2 2 7/8"" TUBING AND PACKER","WEBR  ","6118-6480                     ","                         ","      ","12/3/2015 0:00:00","TA",0,0,0,400,400,400,400,0,"Y","12/7/2015 14:49:23","APPROVED  ","12/8/2015 16:13:03",40.11006,-108.7917,176821,4446868
"3771","05-103-07188",1771804,"4/30/2012 0:00:00",16700,"CHEVRON USA INC                                   ","100 CHEVRON ROAD                                  ","RANGELY                       ","CO","81648     ","05","103","07188","RAVEN      (RE-ENTRY)              ","A-5X           ","SWNE  ",31,"2N    ","102W   ","SHUT-IN             ","10/22/2009 0:00:00","VERIFICATION OF REPAIRS","TUBING/PACKER LEAK-RUN 170 JOINTS 2-7/8"" TK2 TUBING.","WEBR  ","5680-6229                     ","6242-6470                ","NA    ","4/18/2012 0:00:00","SI",0,NA,NA,300,NA,NA,300,0,"","4/26/2012 0:00:00","APPROVED  ","5/1/2012 0:00:00",40.099563,-108.885799,168748,4446049
"3772","05-103-07191",401576297,"3/15/2018 15:03:02",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07191","CARNEY UNIT                        ","2X             ","NENE  ",4,"1N    ","102W   ","INJECTION           ","3/26/2014 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5625-6382                     ","                         ","      ","3/14/2018 0:00:00","IJ",0,2062,2062,1240,1230,1225,1225,-15,"Y","3/15/2018 15:03:02","APPROVED  ","3/20/2018 14:29:03",40.09229,-108.84343,172326,4445084
"3773","05-103-07191",1241787,"8/6/2004 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07191","CARNEY UNIT                        ","2X             ","NENE  ",4,"1N    ","102W   ","INJECTION           ","12/6/1999 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5625 - 6382                   ","NA                       ","","5/3/2004 0:00:00","IJ",0,0,0,845,845,840,840,-5,"Y","5/5/2004 0:00:00","APPROVED  ","8/6/2004 0:00:00",40.09229,-108.84343,172326,4445084
"3774","05-103-07191",1171594,"3/27/2014 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07191","CARNEY UNIT                        ","2X             ","NENE  ",4,"1N    ","102W   ","INJECTION           ","5/19/2009 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5625-6382                     ","NA                       ","","3/26/2014 0:00:00","SI",0,0,0,1200,1195,1190,1190,-10,"Y","3/26/2014 0:00:00","APPROVED  ","3/26/2014 0:00:00",40.09229,-108.84343,172326,4445084
"3775","05-103-07191",401911403,"1/21/2019 8:31:07",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07191","CARNEY UNIT                        ","2X             ","NENE  ",4,"1N    ","102W   ","INJECTION           ","3/14/2018 0:00:00","VERIFICATION OF REPAIRS","-WELLWORK TO FISH PACKERS, CLEAN OUT WELLBORE AND RUN FIBERLINED TUBING AND PACKER.   NO DOWNHOLE CHANGES.","WEBR  ","5625-6382                     ","                         ","      ","1/17/2019 0:00:00","SI",0,0,0,1350,1340,1330,1330,-20,"Y","1/21/2019 8:31:07","APPROVED  ","1/23/2019 8:43:00",40.09229,-108.84343,172326,4445084
"3776","05-103-07216",1171218,"4/20/2010 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07216","LARSON, F V                        ","A-2X           ","SWSE  ",34,"2N    ","102W   ","INJECTION           ","10/26/2005 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5594-6369                     ","NA                       ","","4/13/2010 0:00:00","AC",0,0,0,850,NA,NA,850,0,"Y","4/13/2010 0:00:00","APPROVED  ","4/20/2010 0:00:00",40.095473,-108.82708,173735,4445378
"3777","05-103-07216",1171717,"9/16/2014 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07216","LARSON, F V                        ","A-2X           ","SWSE  ",34,"2N    ","102W   ","INJECTION           ","4/13/2010 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5594-6369                     ","NA                       ","NA    ","9/12/2014 0:00:00","SI",0,0,0,1225,1225,1225,1225,0,"Y","9/12/2014 0:00:00","APPROVED  ","9/12/2014 0:00:00",40.095473,-108.82708,173735,4445378
"3778","05-103-07216",11700586,"9/16/2004 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07216","LARSON, F V                        ","A-2X           ","SWSE  ",34,"2N    ","102W   ","INJECTION           ","5/6/2003 0:00:00","VERIFICATION OF REPAIRS","OTHER-well failed RT insp in May.","WEBR  ","5594 - 6369                   ","NA                       ","","6/17/2004 0:00:00","SI",0,0,0,805,800,795,785,-20,"N","6/18/2004 0:00:00","APPROVED  ","9/16/2004 0:00:00",40.095473,-108.82708,173735,4445378
"3779","05-103-07216",1170790,"11/18/2005 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07216","LARSON, F V                        ","A-2X           ","SWSE  ",34,"2N    ","102W   ","INJECTION           ","6/17/2004 0:00:00","VERIFICATION OF REPAIRS","TUBING/PACKER LEAK-replace 169 jts. tbg","WEBR  ","5594 - 6369                   ","NA                       ","","10/26/2005 0:00:00","SI",0,0,0,750,750,750,750,0,"N","11/1/2005 0:00:00","APPROVED  ","11/18/2005 0:00:00",40.095473,-108.82708,173735,4445378
"3780","05-103-07216",401776907,"9/27/2018 14:14:51",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07216","LARSON, F V                        ","A-2X           ","SWSE  ",34,"2N    ","102W   ","INJECTION           ","9/12/2014 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5594-6369                     ","                         ","      ","9/26/2018 0:00:00","SI",0,0,0,350,350,350,350,0,"Y","9/27/2018 14:14:51","APPROVED  ","10/5/2018 9:55:29",40.095473,-108.82708,173735,4445378
"3781","05-103-07222",1170943,"5/16/2007 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07222","LEVISON                            ","25X            ","NWSW  ",26,"2N    ","102W   ","SHUT-IN             ","2/4/2003 0:00:00","SI/TA MAINTENANCE STATUS","-","WEBR  ","6068 - 6528                   ","NA                       ","","4/3/2007 0:00:00","SI",0,0,0,800,800,800,800,0,"N","4/6/2007 0:00:00","APPROVED  ","5/16/2007 0:00:00",40.11378,-108.81537,174821,4447367
"3782","05-103-07245",1170926,"3/6/2007 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07245","CARNEY                             ","22 X 35 ST     ","SWNE  ",35,"2N    ","102W   ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","WEBR  ","6371 - 6779                   ","NA                       ","","2/17/2007 0:00:00","SI",0,0,0,810,810,810,810,0,"N","2/23/2007 0:00:00","APPROVED  ","3/6/2007 0:00:00",40.10295,-108.80579,175586,4446130
"3783","05-103-07245",2125031,"8/19/2014 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07245","CARNEY                             ","22 X 35        ","SWNE  ",35,"2N    ","102W   ","SHUT-IN             ","2/17/2007 0:00:00","SI/TA MAINTENANCE STATUS","-","WEBR  ","6371-6779                     ","NA                       ","NA    ","8/18/2014 0:00:00","TA",0,75,75,550,538,525,520,-30,"Y","8/18/2014 0:00:00","APPROVED  ","8/19/2014 0:00:00",40.10295,-108.80579,175586,4446130
"3784","05-103-07257",402350721,"3/24/2020 12:09:43",16700,"CHEVRON USA INC                                   ","100 CHEVRON ROAD                                  ","RANGELY                       ","CO","81648     ","05","103","07257","EMERALD                            ","48X            ","SWSW  ",30,"2N    ","102W   ","SHUT-IN             ","4/10/2015 0:00:00","SI/TA MAINTENANCE STATUS","-PER RICK MORAN FIELD INSPECTOR DUE TO COVID-19 ADVISED TO SUBMIT NON-WITNESS TEST.","WEBR  ","5612-6294                     ","                         ","      ","2/28/2020 0:00:00","SI",0,0,0,350,350,350,350,0,"N","3/24/2020 12:09:43","APPROVED  ","3/24/2020 14:44:38",40.110421,-108.895312,167990,4447290
"3785","05-103-07257",400825016,"4/14/2015 12:24:16",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07257","EMERALD                            ","48X            ","SWSW  ",30,"2N    ","102W   ","SHUT-IN             ","2/25/2012 0:00:00","SI/TA MAINTENANCE STATUS","-","WEBR  ","5612-6294                     ","                         ","      ","4/10/2015 0:00:00","SI",0,0,0,350,350,350,350,0,"Y","4/14/2015 12:24:16","APPROVED  ","6/29/2015 16:39:47",40.110421,-108.895312,167990,4447290
"3786","05-103-07262",400824664,"4/14/2015 9:33:38",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07262","CARNEY C T                         ","23X-35         ","SWNW  ",35,"2N    ","102W   ","INJECTION           ","4/14/2010 0:00:00","VERIFICATION OF REPAIRS","-REPAIRED CASING LEAKS, RAN 170 JTS NEW FIBERLINED TUBING AND PACKER","WEBR  ","5660-6378                     ","                         ","      ","4/13/2015 0:00:00","SI",0,0,0,1230,1230,1230,1230,0,"Y","4/14/2015 9:33:38","APPROVED  ","6/29/2015 16:39:45",40.099998,-108.819808,174377,4445853
"3787","05-103-07262",402191579,"9/27/2019 12:07:27",16700,"CHEVRON USA INC                                   ","100 CHEVRON USA INC                               ","RANGELY                       ","CO","81648     ","05","103","07262","CARNEY C T                         ","23X-35         ","SWNW  ",35,"2N    ","102W   ","INJECTION           ","4/13/2015 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5660-6378                     ","                         ","      ","9/26/2019 0:00:00","IJ",0,2000,2000,1250,1250,1250,1245,-5,"Y","9/27/2019 12:07:27","APPROVED  ","10/15/2019 16:44:22",40.099998,-108.819808,174377,4445853
"3788","05-103-07283",401578735,"3/19/2018 11:43:48",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07283","CARNEY C T                         ","24X35          ","NWNE  ",35,"2N    ","102W   ","INJECTION           ","3/26/2014 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5903-6488                     ","                         ","      ","3/14/2018 0:00:00","SI",0,0,0,400,400,400,400,0,"Y","3/19/2018 11:43:48","APPROVED  ","3/22/2018 6:18:57",40.10677,-108.81049,175204,4446571
"3789","05-103-07283",1171589,"3/27/2014 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07283","CARNEY C T                         ","24X35          ","NWNE  ",35,"2N    ","102W   ","INJECTION           ","5/19/2009 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5903-6488                     ","NA                       ","","3/26/2014 0:00:00","SI",0,0,0,1225,1225,1225,1225,0,"Y","3/26/2014 0:00:00","APPROVED  ","3/26/2014 0:00:00",40.10677,-108.81049,175204,4446571
"3790","05-103-07283",1170588,"9/16/2004 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07283","CARNEY C T                         ","24X35          ","NWNE  ",35,"2N    ","102W   ","INJECTION           ","8/25/1999 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5903 - 6486                   ","NA                       ","","5/3/2004 0:00:00","SI",0,0,0,825,825,825,825,0,"Y","5/5/2004 0:00:00","APPROVED  ","9/16/2004 0:00:00",40.10677,-108.81049,175204,4446571
"3791","05-103-07316",1171283,"4/21/2011 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07316","LEVISON                            ","28X            ","NENE  ",27,"2N    ","102W   ","INJECTION           ","5/10/2006 0:00:00","5-YEAR UIC TEST","-","WEBR  ","6208-6508                     ","6508-6617                ","","4/13/2011 0:00:00","IJ",0,0,0,825,825,825,825,0,"Y","4/13/2011 0:00:00","APPROVED  ","4/13/2011 0:00:00",40.1179,-108.82432,174078,4447858
"3792","05-103-07316",402094245,"7/2/2019 11:48:53",16700,"CHEVRON USA INC                                   ","100 CHEVRON USA INC                               ","RANGELY                       ","CO","81648     ","05","103","07316","LEVISON                            ","28X            ","NENE  ",27,"2N    ","102W   ","SHUT-IN             ","4/13/2011 0:00:00","SI/TA MAINTENANCE STATUS","-","WEBR  ","6364-6488                     ","                         ","      ","6/27/2019 0:00:00","SI",0,400,400,400,400,400,400,0,"Y","7/2/2019 11:48:53","APPROVED  ","7/3/2019 9:49:11",40.1179,-108.82432,174078,4447858
